2023-12-19 22:12:35 | [INFO]    | Discordia 2.11.2
2023-12-19 22:12:35 | [INFO]    | Connecting to Discord...
2023-12-19 22:12:35 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-19 22:12:35 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-19 22:12:35 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-19 22:12:35 | [INFO]    | Shard 0 : Received HELLO
2023-12-19 22:12:36 | [INFO]    | Shard 0 : Received READY
2023-12-19 22:16:37 | [INFO]    | Discordia 2.11.2
2023-12-19 22:16:37 | [INFO]    | Connecting to Discord...
2023-12-19 22:16:37 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-19 22:16:37 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-19 22:16:37 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-19 22:16:37 | [INFO]    | Shard 0 : Received HELLO
2023-12-19 22:16:38 | [INFO]    | Shard 0 : Received READY
2023-12-20 00:07:08 | [INFO]    | Discordia 2.11.2
2023-12-20 00:07:08 | [INFO]    | Connecting to Discord...
2023-12-20 00:07:08 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 00:07:08 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 00:07:08 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 00:07:08 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 00:07:09 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:05:03 | [INFO]    | Discordia 2.11.2
2023-12-20 13:05:03 | [INFO]    | Connecting to Discord...
2023-12-20 13:05:03 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:05:03 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:05:03 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:05:03 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:05:04 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:09:08 | [INFO]    | Discordia 2.11.2
2023-12-20 13:09:08 | [INFO]    | Connecting to Discord...
2023-12-20 13:09:09 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:09:09 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:09:09 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:09:09 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:09:09 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:11:54 | [INFO]    | Discordia 2.11.2
2023-12-20 13:11:54 | [INFO]    | Connecting to Discord...
2023-12-20 13:11:54 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:11:54 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:11:55 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:11:55 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:11:55 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:15:24 | [INFO]    | Discordia 2.11.2
2023-12-20 13:15:24 | [INFO]    | Connecting to Discord...
2023-12-20 13:15:25 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:15:25 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:15:25 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:15:25 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:15:25 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:16:29 | [INFO]    | Discordia 2.11.2
2023-12-20 13:16:29 | [INFO]    | Connecting to Discord...
2023-12-20 13:16:29 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:16:29 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:16:29 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:16:29 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:16:30 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:18:23 | [INFO]    | Discordia 2.11.2
2023-12-20 13:18:23 | [INFO]    | Connecting to Discord...
2023-12-20 13:18:23 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:18:23 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:18:23 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:18:23 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:18:23 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:19:24 | [INFO]    | Discordia 2.11.2
2023-12-20 13:19:25 | [INFO]    | Connecting to Discord...
2023-12-20 13:19:25 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:19:25 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:19:25 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:19:25 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:19:25 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:19:57 | [INFO]    | Discordia 2.11.2
2023-12-20 13:19:57 | [INFO]    | Connecting to Discord...
2023-12-20 13:19:57 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:19:57 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:19:57 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:19:57 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:19:58 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:20:44 | [INFO]    | Discordia 2.11.2
2023-12-20 13:20:44 | [INFO]    | Connecting to Discord...
2023-12-20 13:20:44 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:20:44 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:20:45 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:20:45 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:20:45 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:21:27 | [INFO]    | Discordia 2.11.2
2023-12-20 13:21:27 | [INFO]    | Connecting to Discord...
2023-12-20 13:21:27 | [INFO]    | Authenticated as J3nster's Verification#5549
2023-12-20 13:21:27 | [INFO]    | Launching shard 0 (1 out of 1)...
2023-12-20 13:21:27 | [INFO]    | Shard 0 : Connected to wss://gateway.discord.gg
2023-12-20 13:21:27 | [INFO]    | Shard 0 : Received HELLO
2023-12-20 13:21:27 | [INFO]    | Shard 0 : Received READY
2023-12-20 13:23:07 | [INFO]    | Discordia 2.11.2
